address,categories/0,categoryName,cid,city,countryCode,fid,hotelStars,imageUrl,isAdvertisement,isLocalGuide,language,likesCount,location/lat,location/lng,name,neighborhood,originalLanguage,permanentlyClosed,placeId,postalCode,price,publishAt,publishedAtDate,rating,responseFromOwnerDate,responseFromOwnerText,reviewContext/Travel group,reviewContext/Trip type,reviewDetailedRating/Location,reviewDetailedRating/Rooms,reviewDetailedRating/Service,reviewId,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2,reviewImageUrls/3,reviewImageUrls/4,reviewImageUrls/5,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewImageUrls/10,reviewOrigin,reviewUrl,reviewerId,reviewerNumberOfReviews,reviewerPhotoUrl,reviewerUrl,reviewsCount,scrapedAt,searchString,stars,state,street,temporarilyClosed,text,textTranslated,title,totalScore,translatedLanguage,url,visitedIn
"Route de la Corniche, Sidi salem 7000, Tunisia",Hotel,Hotel,4.91064675063439E+017,Sidi salem,TN,0x12e31e43ff205415:0x6d09cb85ee61fb0,4-star hotel,https://lh3.googleusercontent.com/p/AF1QipPvPKkTTvhYU9kmXx38qKDmc5liM8gj4VK333Aa=w408-h612-k-no,false,false,en,0,37.2842676,9.8740564,Boujabli Nejmedine,,,false,ChIJFVQg_0Me4xIRsB_mXric0AY,7000,$132,2 days ago,2025-07-01T14:12:54.813Z,,,,Couple,Vacation,5,5,5,Ci9DQUlRQUNvZENodHljRjlvT2pSRFkxbGhWSGRhYkZZemFHdE9TRWt5YTBsSE4yYxAB,,,,,,,,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pSRFkxbGhWSGRhYkZZemFHdE9TRWt5YTBsSE4yYxAB!2m1!1s0x0:0x6d09cb85ee61fb0!3m1!1s2@1:CAIQACodChtycF9oOjRDY1lhVHdabFYzaGtOSEkya0lHN2c%7C0cNynakVQfo%7C?hl=en,1.14327694172776E+020,0,https://lh3.googleusercontent.com/a/ACg8ocI8lg3NdEmOgLb31zejLfUkY5z3hO_r2kvuwckeJOOAqKVmeQ=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/114327694172775698005?hl=en,397,2025-07-03T14:13:40.517Z,"Direct Detail URL: https://www.google.com/maps/place/H%C3%B4tel+Bizerta+Resort+Congres+%26+SPA/@37.2842718,9.8714815,660m/data=!3m1!1e3!4m11!3m10!1s0x12e31e43ff205415:0x6d09cb85ee61fb0!5m2!4m1!1i2!8m2!3d37.2842676!4d9.8740564!9m1!1b1!16s%2Fg%2F1wbkdygm?authuser=0&entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D",5,,Route de la Corniche,false,,,Hôtel Bizerta Resort Congres & SPA,3.7,,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Bizerta%20Resort%20Congres%20%26%20SPA&query_place_id=ChIJFVQg_0Me4xIRsB_mXric0AY,
"Route de la Corniche, Sidi salem 7000, Tunisia",Hotel,Hotel,4.91064675063439E+017,Sidi salem,TN,0x12e31e43ff205415:0x6d09cb85ee61fb0,4-star hotel,https://lh3.googleusercontent.com/p/AF1QipPvPKkTTvhYU9kmXx38qKDmc5liM8gj4VK333Aa=w408-h612-k-no,false,true,en,0,37.2842676,9.8740564,mariam mansour,,,false,ChIJFVQg_0Me4xIRsB_mXric0AY,7000,$132,4 days ago,2025-06-28T16:15:55.602Z,,,,,,5,4,4,Ci9DQUlRQUNvZENodHljRjlvT214WmJFWk9hMFJpTVhodk5sVXRNbEJ1YlZCMlJGRRAB,,,,,,,,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT214WmJFWk9hMFJpTVhodk5sVXRNbEJ1YlZCMlJGRRAB!2m1!1s0x0:0x6d09cb85ee61fb0!3m1!1s2@1:CAIQACodChtycF9oOmxZbEZOa0RiMXhvNlUtMlBubVB2RFE%7C0cN0JvYsf5z%7C?hl=en,1.16700566647638E+020,16,https://lh3.googleusercontent.com/a-/ALV-UjX8w_rFDlRY-Ev-yEgtE-7r3iAt0TJ5wSnN61UuyriQQhJpu-hG=s1920-c-rp-mo-ba3-br100,https://www.google.com/maps/contrib/116700566647637820286?hl=en,397,2025-07-03T14:13:40.517Z,"Direct Detail URL: https://www.google.com/maps/place/H%C3%B4tel+Bizerta+Resort+Congres+%26+SPA/@37.2842718,9.8714815,660m/data=!3m1!1e3!4m11!3m10!1s0x12e31e43ff205415:0x6d09cb85ee61fb0!5m2!4m1!1i2!8m2!3d37.2842676!4d9.8740564!9m1!1b1!16s%2Fg%2F1wbkdygm?authuser=0&entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D",3,,Route de la Corniche,false,,,Hôtel Bizerta Resort Congres & SPA,3.7,,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Bizerta%20Resort%20Congres%20%26%20SPA&query_place_id=ChIJFVQg_0Me4xIRsB_mXric0AY,
"Route de la Corniche, Sidi salem 7000, Tunisia",Hotel,Hotel,4.91064675063439E+017,Sidi salem,TN,0x12e31e43ff205415:0x6d09cb85ee61fb0,4-star hotel,https://lh3.googleusercontent.com/p/AF1QipPvPKkTTvhYU9kmXx38qKDmc5liM8gj4VK333Aa=w408-h612-k-no,false,true,en,0,37.2842676,9.8740564,Amine Slim,,,false,ChIJFVQg_0Me4xIRsB_mXric0AY,7000,$132,6 days ago,2025-06-27T05:20:04.947Z,,,,Friends,Business,4,3,4,Ci9DQUlRQUNvZENodHljRjlvT2xsVE1sOWZTblpYYm1OdmJtTm1la3MzY1VaMGNYYxAB,,,,,,,,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xsVE1sOWZTblpYYm1OdmJtTm1la3MzY1VaMGNYYxAB!2m1!1s0x0:0x6d09cb85ee61fb0!3m1!1s2@1:CAIQACodChtycF9oOllTMl9fSnZXbmNvbmNmeks3cUZ0cXc%7C0cMXc3sUnDX%7C?hl=en,1.10676814681067E+020,9,https://lh3.googleusercontent.com/a/ACg8ocJRtfNdMa4Xh-dGYWYaaGPW7xxtx_3nbkX6f8_zZZwfIYDtnQ=s1920-c-rp-mo-ba3-br100,https://www.google.com/maps/contrib/110676814681067418881?hl=en,397,2025-07-03T14:13:40.517Z,"Direct Detail URL: https://www.google.com/maps/place/H%C3%B4tel+Bizerta+Resort+Congres+%26+SPA/@37.2842718,9.8714815,660m/data=!3m1!1e3!4m11!3m10!1s0x12e31e43ff205415:0x6d09cb85ee61fb0!5m2!4m1!1i2!8m2!3d37.2842676!4d9.8740564!9m1!1b1!16s%2Fg%2F1wbkdygm?authuser=0&entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D",3,,Route de la Corniche,false,,,Hôtel Bizerta Resort Congres & SPA,3.7,,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Bizerta%20Resort%20Congres%20%26%20SPA&query_place_id=ChIJFVQg_0Me4xIRsB_mXric0AY,
"Route de la Corniche, Sidi salem 7000, Tunisia",Hotel,Hotel,4.91064675063439E+017,Sidi salem,TN,0x12e31e43ff205415:0x6d09cb85ee61fb0,4-star hotel,https://lh3.googleusercontent.com/p/AF1QipPvPKkTTvhYU9kmXx38qKDmc5liM8gj4VK333Aa=w408-h612-k-no,false,true,en,0,37.2842676,9.8740564,CC A,,fr,false,ChIJFVQg_0Me4xIRsB_mXric0AY,7000,$132,a week ago,2025-06-20T15:25:03.432Z,,,,,,3,1,2,Ci9DQUlRQUNvZENodHljRjlvT21aeWFHZFRWWFJsVFVZM1RITjJZV2RoZW1GM1JsRRAB,https://lh3.googleusercontent.com/geougc-cs/AB3l90CGlirvvJvBH7KgE8iSPZ8rPVKcuZe5XgB1vTWIJuYoqnk_5cI67pWDGsliM4XK75uw4yPyXU1M9B-7KEDHE1ABLJoBz2Bb5AcsOFvEe_Cd5pIDkTCwwUwzfygjH9E3L55cs2gK_sGuaFAE,https://lh3.googleusercontent.com/geougc-cs/AB3l90CtjCkU-LljSKxl3_GxJIyuS5uvLS3E4v8so33v4d61f4GvhczsviZS_fyzjDY9NNetPw20W8TlKBpgBTd9PkqUzNt2nhpLiOaK4vWRWAxJQfaAnl8RZR9Yqg1F-yzMFlVeTsH_47zo2bSa,https://lh3.googleusercontent.com/geougc-cs/AB3l90BLqeXz_z49shzSaqJmYdNLJffojSQsPSkPonrPbRkyae7395YnGFb7JlvwyVYqrY787JukjCQzlx2a99nwdWPY0_cfPZvKGjEIp9tfmOzSWDIlMXh0u5M52z2PXEP-SilWLr-VtKEsrHGn,,,,,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21aeWFHZFRWWFJsVFVZM1RITjJZV2RoZW1GM1JsRRAB!2m1!1s0x0:0x6d09cb85ee61fb0!3m1!1s2@1:CAIQACodChtycF9oOmZyaGdTVXRlTUY3THN2YWdhemF3RlE%7C0cKMpEOnKUt%7C?hl=en,1.08000285957339E+020,13,https://lh3.googleusercontent.com/a/ACg8ocITqyALcRDaCI20U9-6tJTuyKgrulgjusCkdNSCpvUc_fAxXg=s1920-c-rp-mo-ba2-br100,https://www.google.com/maps/contrib/108000285957339438772?hl=en,397,2025-07-03T14:13:40.517Z,"Direct Detail URL: https://www.google.com/maps/place/H%C3%B4tel+Bizerta+Resort+Congres+%26+SPA/@37.2842718,9.8714815,660m/data=!3m1!1e3!4m11!3m10!1s0x12e31e43ff205415:0x6d09cb85ee61fb0!5m2!4m1!1i2!8m2!3d37.2842676!4d9.8740564!9m1!1b1!16s%2Fg%2F1wbkdygm?authuser=0&entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D",1,,Route de la Corniche,false,"Séjour mi Juin : un établissement vieillot entre boîte de nuit et hôtel.  Musique insupportable jusqu'à 2h00 du matin .la gentillesse du personnel ne permet pas d oublier que les chambres sont  vieillottes  ,un buffet moyen et peu garni.je déconseille","Stayed in mid-June: an old-fashioned establishment between a nightclub and a hotel. Unbearable music until 2:00 a.m. The kindness of the staff doesn't allow us to forget that the rooms are old-fashioned, the buffet is average and sparse. I don't recommend it.",Hôtel Bizerta Resort Congres & SPA,3.7,en,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Bizerta%20Resort%20Congres%20%26%20SPA&query_place_id=ChIJFVQg_0Me4xIRsB_mXric0AY,
"Route de la Corniche, Sidi salem 7000, Tunisia",Hotel,Hotel,4.91064675063439E+017,Sidi salem,TN,0x12e31e43ff205415:0x6d09cb85ee61fb0,4-star hotel,https://lh3.googleusercontent.com/p/AF1QipPvPKkTTvhYU9kmXx38qKDmc5liM8gj4VK333Aa=w408-h612-k-no,false,false,en,0,37.2842676,9.8740564,sana souid,,,false,ChIJFVQg_0Me4xIRsB_mXric0AY,7000,$132,2 weeks ago,2025-06-19T12:00:11.560Z,,,,,,,,,Ci9DQUlRQUNvZENodHljRjlvT25WNVFtRTNXVVozVDNOclIyZFhiVmx2TXpoQ2JVRRAB,,,,,,,,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25WNVFtRTNXVVozVDNOclIyZFhiVmx2TXpoQ2JVRRAB!2m1!1s0x0:0x6d09cb85ee61fb0!3m1!1s2@1:CAIQACodChtycF9oOnV5QmE3WUZ3T3NrR2dXbVlvMzhCbUE%7C0cJzjAWO6zw%7C?hl=en,1.03964064551338E+020,6,https://lh3.googleusercontent.com/a/ACg8ocL7c_sBUkyy0jkGvq_G1eiPmzDrwlb0_TE9aECYYtryWiv5TMQ=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/103964064551337580944?hl=en,397,2025-07-03T14:13:40.517Z,"Direct Detail URL: https://www.google.com/maps/place/H%C3%B4tel+Bizerta+Resort+Congres+%26+SPA/@37.2842718,9.8714815,660m/data=!3m1!1e3!4m11!3m10!1s0x12e31e43ff205415:0x6d09cb85ee61fb0!5m2!4m1!1i2!8m2!3d37.2842676!4d9.8740564!9m1!1b1!16s%2Fg%2F1wbkdygm?authuser=0&entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D",1,,Route de la Corniche,false,,,Hôtel Bizerta Resort Congres & SPA,3.7,,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Bizerta%20Resort%20Congres%20%26%20SPA&query_place_id=ChIJFVQg_0Me4xIRsB_mXric0AY,
"Route de la Corniche, Sidi salem 7000, Tunisia",Hotel,Hotel,4.91064675063439E+017,Sidi salem,TN,0x12e31e43ff205415:0x6d09cb85ee61fb0,4-star hotel,https://lh3.googleusercontent.com/p/AF1QipPvPKkTTvhYU9kmXx38qKDmc5liM8gj4VK333Aa=w408-h612-k-no,false,true,en,0,37.2842676,9.8740564,Houssem Hz,,,false,ChIJFVQg_0Me4xIRsB_mXric0AY,7000,$132,2 months ago,2025-04-08T05:34:08.186Z,,,,Friends,Vacation,4,4,3,ChdDSUhNMG9nS0VJQ0FnTURJdlBTLTVnRRAB,,,,,,,,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURJdlBTLTVnRRAB!2m1!1s0x0:0x6d09cb85ee61fb0!3m1!1s2@1:CIHM0ogKEICAgMDIvPS-5gE%7CCgsI0OrSvwYQyN_xWA%7C?hl=en,1.16533163814522E+020,16,https://lh3.googleusercontent.com/a-/ALV-UjXMHYHFTbzCVtjkg2-TCYCIW9BHSJkEzzD8Ud0V9YsV32Qv69oE=s1920-c-rp-mo-ba3-br100,https://www.google.com/maps/contrib/116533163814521680660?hl=en,397,2025-07-03T14:13:40.517Z,"Direct Detail URL: https://www.google.com/maps/place/H%C3%B4tel+Bizerta+Resort+Congres+%26+SPA/@37.2842718,9.8714815,660m/data=!3m1!1e3!4m11!3m10!1s0x12e31e43ff205415:0x6d09cb85ee61fb0!5m2!4m1!1i2!8m2!3d37.2842676!4d9.8740564!9m1!1b1!16s%2Fg%2F1wbkdygm?authuser=0&entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D",4,,Route de la Corniche,false,,,Hôtel Bizerta Resort Congres & SPA,3.7,,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Bizerta%20Resort%20Congres%20%26%20SPA&query_place_id=ChIJFVQg_0Me4xIRsB_mXric0AY,
"Route de la Corniche, Sidi salem 7000, Tunisia",Hotel,Hotel,4.91064675063439E+017,Sidi salem,TN,0x12e31e43ff205415:0x6d09cb85ee61fb0,4-star hotel,https://lh3.googleusercontent.com/p/AF1QipPvPKkTTvhYU9kmXx38qKDmc5liM8gj4VK333Aa=w408-h612-k-no,false,true,en,0,37.2842676,9.8740564,Marc Janocha,,,false,ChIJFVQg_0Me4xIRsB_mXric0AY,7000,$132,2 months ago,2025-04-06T15:45:27.890Z,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnTURJeUptUnh3RRAB,,,,,,,,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURJeUptUnh3RRAB!2m1!1s0x0:0x6d09cb85ee61fb0!3m1!1s2@1:CIHM0ogKEICAgMDIyJmRxwE%7CCgwIl8PKvwYQoNLWqAM%7C?hl=en,1.05334996181621E+020,23,https://lh3.googleusercontent.com/a/ACg8ocLRSYt2EfgEW9B2ryPbWUZ71_gOIgEV4cCaNj1pjELyUEBWUw=s1920-c-rp-mo-ba3-br100,https://www.google.com/maps/contrib/105334996181621393759?hl=en,397,2025-07-03T14:13:40.517Z,"Direct Detail URL: https://www.google.com/maps/place/H%C3%B4tel+Bizerta+Resort+Congres+%26+SPA/@37.2842718,9.8714815,660m/data=!3m1!1e3!4m11!3m10!1s0x12e31e43ff205415:0x6d09cb85ee61fb0!5m2!4m1!1i2!8m2!3d37.2842676!4d9.8740564!9m1!1b1!16s%2Fg%2F1wbkdygm?authuser=0&entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D",2,,Route de la Corniche,false,,,Hôtel Bizerta Resort Congres & SPA,3.7,,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Bizerta%20Resort%20Congres%20%26%20SPA&query_place_id=ChIJFVQg_0Me4xIRsB_mXric0AY,
"Route de la Corniche, Sidi salem 7000, Tunisia",Hotel,Hotel,4.91064675063439E+017,Sidi salem,TN,0x12e31e43ff205415:0x6d09cb85ee61fb0,4-star hotel,https://lh3.googleusercontent.com/p/AF1QipPvPKkTTvhYU9kmXx38qKDmc5liM8gj4VK333Aa=w408-h612-k-no,false,false,en,0,37.2842676,9.8740564,dooper dooper,,fr,false,ChIJFVQg_0Me4xIRsB_mXric0AY,7000,$132,2 months ago,2025-04-06T07:03:55.135Z,,,,Solo,Business,2,1,1,ChdDSUhNMG9nS0VJQ0FnTURJNElIbjlBRRAB,,,,,,,,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURJNElIbjlBRRAB!2m1!1s0x0:0x6d09cb85ee61fb0!3m1!1s2@1:CIHM0ogKEICAgMDI4IHn9AE%7CCgsI287IvwYQkOayQA%7C?hl=en,1.09528653763297E+020,158,https://lh3.googleusercontent.com/a/ACg8ocKVAu1nUSpDycsFYfGEqcIDuSuhG0e1CIbiEzRc5OtEYXmWNg=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/109528653763296769774?hl=en,397,2025-07-03T14:13:40.517Z,"Direct Detail URL: https://www.google.com/maps/place/H%C3%B4tel+Bizerta+Resort+Congres+%26+SPA/@37.2842718,9.8714815,660m/data=!3m1!1e3!4m11!3m10!1s0x12e31e43ff205415:0x6d09cb85ee61fb0!5m2!4m1!1i2!8m2!3d37.2842676!4d9.8740564!9m1!1b1!16s%2Fg%2F1wbkdygm?authuser=0&entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D",2,,Route de la Corniche,false,,,Hôtel Bizerta Resort Congres & SPA,3.7,en,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Bizerta%20Resort%20Congres%20%26%20SPA&query_place_id=ChIJFVQg_0Me4xIRsB_mXric0AY,
"Route de la Corniche, Sidi salem 7000, Tunisia",Hotel,Hotel,4.91064675063439E+017,Sidi salem,TN,0x12e31e43ff205415:0x6d09cb85ee61fb0,4-star hotel,https://lh3.googleusercontent.com/p/AF1QipPvPKkTTvhYU9kmXx38qKDmc5liM8gj4VK333Aa=w408-h612-k-no,false,false,en,0,37.2842676,9.8740564,Wajdi Mzoughi,,,false,ChIJFVQg_0Me4xIRsB_mXric0AY,7000,$132,2 months ago,2025-04-05T23:40:16.815Z,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnTUNJXzg2SFlREAE,,,,,,,,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNJXzg2SFlREAE!2m1!1s0x0:0x6d09cb85ee61fb0!3m1!1s2@1:CIHM0ogKEICAgMCI_86HYQ%7CCgwI4P7GvwYQyKbrhAM%7C?hl=en,1.02559660960389E+020,0,https://lh3.googleusercontent.com/a-/ALV-UjVsRj9TnThrmJsnsozo29ieR-rdckWWZDagtj6XL4XDT8zaaEAA=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/102559660960389445069?hl=en,397,2025-07-03T14:13:40.517Z,"Direct Detail URL: https://www.google.com/maps/place/H%C3%B4tel+Bizerta+Resort+Congres+%26+SPA/@37.2842718,9.8714815,660m/data=!3m1!1e3!4m11!3m10!1s0x12e31e43ff205415:0x6d09cb85ee61fb0!5m2!4m1!1i2!8m2!3d37.2842676!4d9.8740564!9m1!1b1!16s%2Fg%2F1wbkdygm?authuser=0&entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D",5,,Route de la Corniche,false,,,Hôtel Bizerta Resort Congres & SPA,3.7,,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Bizerta%20Resort%20Congres%20%26%20SPA&query_place_id=ChIJFVQg_0Me4xIRsB_mXric0AY,
"Route de la Corniche, Sidi salem 7000, Tunisia",Hotel,Hotel,4.91064675063439E+017,Sidi salem,TN,0x12e31e43ff205415:0x6d09cb85ee61fb0,4-star hotel,https://lh3.googleusercontent.com/p/AF1QipPvPKkTTvhYU9kmXx38qKDmc5liM8gj4VK333Aa=w408-h612-k-no,false,false,en,0,37.2842676,9.8740564,MCHIRGUI AHMED,,,false,ChIJFVQg_0Me4xIRsB_mXric0AY,7000,$132,3 months ago,2025-03-29T15:41:12.630Z,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnTUNJa0tXNVh3EAE,,,,,,,,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNJa0tXNVh3EAE!2m1!1s0x0:0x6d09cb85ee61fb0!3m1!1s2@1:CIHM0ogKEICAgMCIkKW5Xw%7CCgwImKmgvwYQ-LrtrAI%7C?hl=en,1.09915439705474E+020,0,https://lh3.googleusercontent.com/a-/ALV-UjVIdzJhAqhOeSqSOAOCpH2aRbGzI2BtQaDEUBEsXXnrPpsXtxPP=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/109915439705473623374?hl=en,397,2025-07-03T14:13:40.517Z,"Direct Detail URL: https://www.google.com/maps/place/H%C3%B4tel+Bizerta+Resort+Congres+%26+SPA/@37.2842718,9.8714815,660m/data=!3m1!1e3!4m11!3m10!1s0x12e31e43ff205415:0x6d09cb85ee61fb0!5m2!4m1!1i2!8m2!3d37.2842676!4d9.8740564!9m1!1b1!16s%2Fg%2F1wbkdygm?authuser=0&entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D",4,,Route de la Corniche,false,,,Hôtel Bizerta Resort Congres & SPA,3.7,,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Bizerta%20Resort%20Congres%20%26%20SPA&query_place_id=ChIJFVQg_0Me4xIRsB_mXric0AY,
